Area,Room,Parking,Warehouse,Elevator,Address
52.0,1,0,1,1,Andisheh
100.0,2,1,1,1,Aqdasieh
66.0,2,1,1,0,Punak
200.0,3,1,1,1,Niavaran
90.0,1,1,1,1,Kamranieh
200.0,3,1,1,1,Niavaran
51.0,1,1,0,1,Ray - Montazeri
70.0,2,1,1,0,Punak
73.0,2,1,1,0,West Ferdows Boulevard
245.0,2,0,0,0,Islamshahr
87.0,2,1,1,1,Darabad
120.0,2,1,1,1,Velenjak
171.0,3,1,1,1,Elahieh
66.0,2,1,1,0,Punak
77.0,2,1,1,1,Aqdasieh
40.0,1,1,1,0,Narmak
105.0,2,1,1,1,Shahr-e-Ziba
50.0,1,1,1,1,Ozgol
94.0,2,1,1,0,Amirabad
65.0,2,1,1,0,West Ferdows Boulevard
57.0,1,1,1,0,Valiasr
79.0,2,1,1,1,Parand
60.0,2,0,1,0,Jeyhoon
86.0,2,1,1,0,Firoozkooh Kuhsar
80.0,2,1,1,1,West Ferdows Boulevard
68.0,2,1,1,0,West Ferdows Boulevard
43.0,1,1,1,0,Narmak
55.0,1,1,1,1,West Ferdows Boulevard
77.0,2,1,1,1,Northern Janatabad
58.0,1,0,0,0,Parand
62.0,1,1,0,1,Ostad Moein
65.0,2,1,1,0,West Ferdows Boulevard
60.0,1,1,1,1,Salsabil
35.0,1,0,1,0,Salsabil
54.0,1,0,1,0,Azarbaijan
70.0,2,1,1,1,Southern Program Organization
122.0,3,1,1,1,Ghoba
54.0,1,0,1,0,Salsabil
80.0,2,1,1,1,Shahryar
71.0,2,1,1,1,Salsabil
220.0,4,1,1,0,Shahryar
61.0,1,0,1,0,Qasr-od-Dasht
49.0,1,0,1,0,Hashemi
55.0,2,1,1,1,Salsabil
41.0,1,0,1,0,Hashemi
64.0,2,1,1,0,Salsabil
240.0,4,1,1,0,Andisheh
32.0,1,0,1,0,Hashemi
52.0,1,0,1,0,Hashemi
50.0,1,0,1,0,Salsabil
32.0,1,0,1,1,Eskandari
40.0,1,1,1,1,Azarbaijan
73.0,1,0,1,1,Komeil
50.0,1,1,1,0,Andisheh
45.0,1,0,1,0,Jeyhoon
65.0,2,1,1,0,Qasr-od-Dasht
51.0,1,1,1,1,Salsabil
300.0,3,1,1,0,Golestan
100.0,2,1,1,0,Pardis
55.0,2,1,1,1,Azarbaijan
200.0,2,0,0,0,Kahrizak
38.0,1,1,1,1,Karoon
140.0,3,1,1,1,Farmanieh
42.0,1,0,1,0,
58.0,1,1,1,0,Central Janatabad
67.0,2,0,1,1,Jeyhoon
57.0,1,1,1,0,Salsabil
53.0,2,1,1,0,Jeyhoon
95.0,2,1,1,1,Niavaran
128.0,3,1,1,1,Pirouzi
62.0,2,0,0,1,Parand
60.0,1,0,1,0,Salsabil
52.0,1,1,1,0,Salsabil
52.0,1,0,1,0,Jeyhoon
45.0,1,0,1,1,Karoon
60.0,1,1,1,1,Ekhtiarieh
83.0,2,0,1,1,Valiasr
211.0,3,1,1,1,Marzdaran
65.0,2,1,1,0,Karoon
115.0,2,0,1,0,Ostad Moein
70.0,2,1,1,0,Central Janatabad
51.0,1,0,1,0,Salsabil
100.0,2,1,1,1,Niavaran
115.0,2,1,1,1,Zaferanieh
160.0,3,1,1,1,Niavaran
107.0,2,1,1,1,Hekmat
82.0,2,1,0,1,Parand
135.0,2,1,1,1,Zaferanieh
198.0,3,1,1,1,Ekhtiarieh
85.0,2,1,1,1,Andisheh
92.0,2,1,1,1,Shams Abad
115.0,2,1,1,1,Zaferanieh
65.0,1,1,1,1,East Ferdows Boulevard
175.0,3,1,1,1,Farmanieh
95.0,2,1,1,1,Gheitarieh
225.0,3,1,1,1,Farmanieh
270.0,4,1,1,1,Niavaran
200.0,3,1,1,1,Niavaran
60.0,1,1,1,1,Northern Chitgar
88.0,2,0,1,1,Shams Abad
250.0,3,1,1,1,Niavaran
55.0,1,0,1,0,Pirouzi
91.0,2,1,1,1,Ostad Moein
80.0,2,1,1,0,Punak
74.0,2,0,0,0,Parand
90.0,2,1,1,0,Pirouzi
43.0,1,0,1,1,Si Metri Ji
78.0,2,0,1,1,Parand
72.0,2,1,0,1,Parand
100.0,2,0,0,0,Kahrizak
110.0,2,1,0,0,Amirabad
62.0,1,0,1,0,Islamshahr
120.0,1,0,0,0,Afsarieh
120.0,2,1,1,1,Ekhtiarieh
64.0,2,1,1,1,Ostad Moein
147.0,3,1,1,1,Saadat Abad
140.0,3,1,1,1,Kamranieh
170.0,3,1,1,1,Heravi
109.0,2,1,1,1,Heravi
310.0,3,1,1,1,Aqdasieh
283.0,3,1,1,1,Farmanieh
66.0,1,0,0,0,Shahedshahr
75.0,2,0,1,0,Golestan
63.0,2,1,1,1,Ostad Moein
77.0,2,1,1,1,Gholhak
59.0,2,1,1,1,Shahr-e-Ziba
220.0,5,1,0,0,Andisheh
66.0,2,1,1,0,Southern Program Organization
80.0,2,1,1,0,Shahr-e-Ziba
55.0,1,0,0,1,Northren Jamalzadeh
63.0,2,0,1,0,Andisheh
92.0,2,1,1,1,Punak
88.0,2,1,1,1,Shahrake Gharb
75.0,2,1,1,1,Jeyhoon
114.0,2,1,1,1,Pakdasht
80.0,2,1,1,1,Punak
50.0,1,0,0,0,Shahrake Qods
66.0,2,1,1,1,Punak
102.0,2,1,1,1,Sattarkhan
72.0,2,1,1,1,Punak
62.0,1,0,0,0,Qasr-od-Dasht
110.0,2,0,1,1,Pakdasht
70.0,2,1,1,1,Zafar
115.0,2,1,1,1,Saadat Abad
71.0,2,1,1,0,Jeyhoon
125.0,2,1,1,1,Shahrake Qods
42.0,1,1,0,1,Shahran
66.0,2,1,1,0,Narmak
65.0,1,0,0,0,
130.0,4,0,0,0,Mehrabad
65.0,1,1,1,1,Southern Program Organization
39.0,1,0,0,0,Salsabil
60.0,2,0,1,1,Qasr-od-Dasht
75.0,2,1,1,1,Salsabil
70.0,1,0,1,0,Salsabil
57.0,2,1,1,1,Salsabil
39.0,1,0,1,0,Salsabil
70.0,2,0,0,0,Tehran Now
110.0,2,1,1,1,Ekhtiarieh
47.0,1,0,1,0,Qasr-od-Dasht
114.0,2,0,0,0,Northern Suhrawardi
60.0,1,0,1,1,Southern Suhrawardi
115.0,3,1,1,1,Islamshahr
110.0,3,1,1,1,Heravi
78.0,2,1,1,1,Jeyhoon
80.0,2,1,1,1,Ekhtiarieh
78.0,2,0,0,1,Parand
73.0,2,1,1,0,Andisheh
63.0,2,1,1,0,Azarbaijan
98.0,2,1,1,1,Andisheh
105.0,2,1,1,1,Islamshahr
50.0,1,1,1,0,Tehransar
51.0,1,0,1,1,Kahrizak
105.0,3,1,1,1,Kahrizak
55.0,1,0,1,1,Kahrizak
105.0,2,1,1,1,Kahrizak
105.0,3,1,1,1,Kahrizak
70.0,2,1,1,1,Kahrizak
82.0,2,1,1,1,Kahrizak
50.0,1,1,1,1,Mirdamad
105.0,2,1,1,1,Pardis
110.0,2,1,1,1,Gholhak
85.0,2,1,1,1,Kahrizak
78.0,2,1,1,0,Punak
106.0,2,1,1,1,Pardis
95.0,2,1,1,1,Gheitarieh
62.0,1,1,0,1,Tehransar
78.0,2,0,0,0,Damavand
225.0,4,1,1,1,Kamranieh
72.0,2,1,1,0,Shahran
50.0,1,1,0,0,Parand
50.0,1,0,1,0,Abuzar
103.0,2,0,1,0,Northern Suhrawardi
47.0,1,1,1,0,Dolatabad
90.0,2,1,1,1,Karoon
80.0,2,1,1,1,Punak
450.0,4,1,1,1,Niavaran
72.0,2,1,1,1,Salsabil
258.0,4,1,1,0,Jordan
98.0,2,1,1,1,Salsabil
130.0,3,0,1,0,Shahrake Qods
104.0,2,1,1,1,Shahrake Qods
140.0,3,1,1,1,Ekhtiarieh
96.0,2,1,1,1,Shahran
58.0,1,0,1,0,Shahrake Qods
150.0,3,1,1,1,Salsabil
55.0,2,1,1,0,Shahran
60.0,1,0,0,0,Shahrake Qods
98.0,2,1,1,1,Pardis
85.0,2,1,1,1,Shahrake Qods
85.0,2,1,0,1,Elm-o-Sanat
80.0,2,1,1,1,Hor Square
57.0,1,0,0,1,Niavaran
63.0,1,1,1,0,Jeyhoon
85.0,2,1,1,1,Hor Square
70.0,2,1,1,1,Hor Square
100.0,2,1,1,1,Hor Square
90.0,2,1,1,1,Hor Square
75.0,2,0,0,0,Parand
42.0,1,1,0,0,Nezamabad
250.0,4,1,1,1,Zaferanieh
83.0,2,1,1,1,Dolatabad
90.0,2,1,1,1,Damavand
72.0,2,1,1,1,Razi
52.0,1,0,0,0,Damavand
106.0,2,1,1,1,Damavand
73.0,2,1,1,1,Parand
100.0,2,1,1,1,Razi
85.0,2,1,1,0,Shahrake Qods
49.0,1,0,0,0,Abuzar
115.0,2,1,1,1,East Pars
127.0,2,1,1,1,Narmak
93.0,2,0,1,1,Gisha
47.0,1,0,0,0,Islamshahr
117.0,3,1,1,1,Tarasht
182.0,3,1,1,1,Marzdaran
160.0,3,1,1,1,Azarbaijan
163.0,3,1,1,1,Marzdaran
83.0,2,1,1,0,Damavand
142.0,3,1,1,1,Heravi
92.0,2,1,1,1,Pardis
100.0,2,1,0,1,Parand
60.0,1,1,1,0,Parand
58.0,1,0,0,1,Parand
85.0,2,1,1,1,Pardis
87.0,2,1,1,1,Pardis
88.0,1,0,0,1,Parand
210.0,4,1,1,0,Narmak
72.0,2,1,1,1,Razi
101.0,2,1,1,1,Feiz Garden
68.0,2,0,1,1,Parand
60.0,1,0,1,1,Islamshahr
65.0,2,0,1,1,Islamshahr
117.0,2,1,1,1,Shahrake Gharb
96.0,1,0,0,0,Islamshahr
98.0,2,1,1,1,Pardis
52.0,1,1,1,0,Andisheh
85.0,2,1,1,1,Punak
62.0,2,1,1,1,Punak
74.0,2,0,0,0,Parand
74.0,2,0,0,1,Parand
58.0,1,0,0,0,Parand
125.0,3,1,1,0,Parand
75.0,2,0,0,1,Parand
58.0,5,0,0,1,Parand
74.0,2,1,1,1,Parand
45.0,1,0,1,1,Pirouzi
58.0,1,1,1,1,Parand
75.0,2,0,0,0,Parand
75.0,2,1,0,1,Parand
88.0,2,1,1,1,Southern Janatabad
130.0,2,1,1,0,Jeyhoon
120.0,2,1,1,1,Majidieh
85.0,2,1,1,1,Central Janatabad
150.0,3,1,1,1,Punak
165.0,3,1,1,1,Gheitarieh
240.0,4,1,1,0,Andisheh
76.0,2,1,1,0,West Ferdows Boulevard
120.0,2,1,1,1,Shahrake Gharb
165.0,3,0,1,0,Heshmatieh
73.0,2,1,0,0,Central Janatabad
70.0,2,1,1,1,East Ferdows Boulevard
120.0,3,1,1,1,Shahr-e-Ziba
79.0,2,1,1,1,Persian Gulf Martyrs Lake
90.0,2,1,1,1,Shahrake Qods
128.0,2,0,1,0,Parand
75.0,2,1,1,1,Southern Janatabad
94.0,2,1,1,1,Taslihat
106.0,2,1,1,1,Pakdasht
72.0,2,1,1,1,Punak
208.0,2,1,1,0,Persian Gulf Martyrs Lake
126.0,3,1,1,1,Zafar
105.0,2,1,1,0,Rudhen
92.0,2,0,1,1,Kazemabad
80.0,2,1,1,1,Si Metri Ji
130.0,1,1,1,0,Damavand
300.0,4,1,1,1,Tajrish
73.0,2,1,1,1,Persian Gulf Martyrs Lake
100.0,2,0,1,1,Shahedshahr
80.0,2,1,1,0,Islamshahr
105.0,2,1,1,1,Feiz Garden
59.0,1,1,1,1,Narmak
41.0,1,1,1,0,Si Metri Ji
85.0,2,1,1,1,Zafar
66.0,1,0,1,0,Shahran
78.0,2,0,0,1,Parand
113.0,2,1,1,0,Islamshahr
88.0,2,1,1,1,Central Janatabad
96.0,2,0,0,0,Haft Tir
180.0,5,1,1,0,Shahrake Gharb
59.0,2,0,1,0,Karoon
58.0,2,0,1,1,Qasr-od-Dasht
46.0,1,0,1,0,Jeyhoon
67.0,1,1,1,1,Shams Abad
57.0,2,0,0,0,Salsabil
95.0,2,1,1,1,Central Janatabad
73.0,1,1,1,1,Pakdasht
87.0,2,1,1,1,Pardis
122.0,4,1,0,1,Keshavarz Boulevard
50.0,1,0,0,0,Karoon
62.0,1,0,0,0,Karoon
86.0,2,1,1,1,Pasdaran
53.0,1,0,0,0,Jeyhoon
100.0,2,1,1,1,Persian Gulf Martyrs Lake
55.0,1,1,1,0,Robat Karim
58.0,1,0,0,1,Parand
78.0,2,1,1,0,Islamshahr
145.0,3,1,1,1,Elahieh
110.0,2,1,1,1,Yousef Abad
64.0,1,1,1,1,Robat Karim
86.0,2,0,1,0,East Pars
75.0,2,0,0,0,Damavand
110.0,2,1,1,1,Feiz Garden
71.0,2,0,0,0,West Ferdows Boulevard
90.0,2,1,1,1,Southern Janatabad
63.0,1,1,0,1,Pirouzi
50.0,0,1,1,1,Northern Chitgar
85.0,2,1,0,1,Pardis
83.0,2,1,1,1,Pasdaran
175.0,3,1,1,1,Elahieh
57.0,1,1,1,1,Pasdaran
66.0,2,0,0,0,Feiz Garden
74.0,2,1,1,1,Shahran
45.0,1,1,0,1,Ray - Pilgosh
78.0,2,1,1,1,Ekhtiarieh
75.0,2,0,1,1,Parand
103.0,2,1,1,1,Islamshahr
61.0,1,0,0,0,Feiz Garden
124.0,3,1,1,1,Shahr-e-Ziba
62.0,1,0,0,0,Damavand
110.0,2,1,1,1,Gholhak
180.0,3,1,1,1,Pasdaran
40.0,1,1,1,0,Andisheh
95.0,2,1,1,1,Republic
104.0,2,1,1,0,Tehran Now
37.0,1,1,1,0,Andisheh
60.0,1,1,1,0,Shahryar
69.0,2,1,1,1,Shahran
95.0,2,1,0,1,Niavaran
51.0,1,1,1,0,Andisheh
106.0,2,1,1,1,Zargandeh
100.0,2,1,1,1,Narmak
80.0,2,1,1,1,Koohsar
78.0,2,1,1,1,Ghiyamdasht
90.0,2,1,1,1,Damavand
95.0,2,0,1,1,Saadat Abad
86.0,3,0,1,1,Parand
65.0,1,1,1,1,Golestan
102.0,1,0,1,0,Islamshahr
75.0,2,1,1,1,Southern Janatabad
150.0,5,1,1,0,Shahr-e-Ziba
60.0,1,1,1,1,Parand
72.0,1,1,1,1,Elahieh
93.0,2,0,0,0,Pirouzi
106.0,2,1,1,1,Gholhak
48.0,1,0,1,0,Shahedshahr
75.0,2,1,1,0,Southern Janatabad
163.0,2,1,1,1,Farmanieh
119.0,2,1,1,1,Shahran
65.0,2,1,1,1,Abazar
57.0,1,0,0,1,Pakdasht
74.0,2,0,1,1,Telecommunication
119.0,3,1,1,1,Shahran
68.0,1,0,0,0,Islamshahr
180.0,4,1,1,1,Northern Chitgar
70.0,1,1,1,1,Hakimiyeh
60.0,1,1,1,1,Qasr-od-Dasht
88.0,2,0,1,0,Air force
82.0,2,1,1,1,Shahran
63.0,1,1,1,1,Ray
120.0,3,1,1,1,Northern Chitgar
56.0,1,0,0,0,Republic
75.0,2,1,0,1,Saadat Abad
60.0,1,0,1,0,Golestan
50.0,2,1,1,1,Persian Gulf Martyrs Lake
253.0,5,1,1,0,North Program Organization
111.0,2,1,1,1,East Ferdows Boulevard
105.0,3,1,1,1,North Program Organization
92.0,1,1,1,1,Niavaran
350.0,4,1,1,1,Gheitarieh
100.0,2,1,1,1,Mirza Shirazi
150.0,3,1,1,1,Northern Chitgar
94.0,2,0,1,0,Northren Jamalzadeh
140.0,3,1,1,1,Northren Jamalzadeh
65.0,4,1,1,0,Yousef Abad
84.0,2,1,1,1,Northren Jamalzadeh
114.0,2,1,1,1,Mehran
114.0,2,1,1,1,Northren Jamalzadeh
40.0,1,1,0,1,Northren Jamalzadeh
82.0,2,0,0,1,Parand
87.0,2,1,1,1,Koohsar
86.0,2,0,0,1,Parand
500.0,5,1,1,0,Gandhi
61.0,1,0,1,0,Shahr-e-Ziba
96.0,2,1,1,1,Shahr-e-Ziba
90.0,2,1,1,1,Shahran
135.0,3,1,1,1,Northren Jamalzadeh
58.0,1,0,0,1,Parand
114.0,2,1,1,1,Gholhak
75.0,2,0,0,0,Parand
90.0,2,1,1,1,Northren Jamalzadeh
90.0,2,1,1,1,Shahr-e-Ziba
100.0,2,1,1,1,Narmak
82.0,2,1,1,1,Si Metri Ji
58.0,2,1,1,0,Andisheh
70.0,2,1,1,1,Karimkhan
110.0,0,1,1,1,Parand
303.0,5,1,1,0,Argentina
83.0,2,0,0,1,Parand
75.0,2,1,1,1,Parand
54.0,1,0,0,0,Parand
85.0,2,1,1,1,
75.0,2,1,1,1,Parand
78.0,2,1,0,1,Parand
78.0,2,0,0,1,Parand
95.0,2,1,1,1,Marzdaran
100.0,2,1,1,1,Ostad Moein
75.0,2,0,1,1,Parand
114.0,2,1,1,1,Seyed Khandan
50.0,1,0,0,0,Malard
75.0,2,1,0,1,Feiz Garden
105.0,2,1,1,1,Afsarieh
141.0,3,1,1,1,Shahrake Quds
74.0,2,0,1,0,Pirouzi
38.0,1,1,1,0,Fallah
80.0,1,1,1,1,Gheitarieh
102.0,2,1,1,1,Safadasht
110.0,2,1,1,1,Niavaran
98.0,2,0,0,0,Shahrake Qods
45.0,1,0,1,1,Si Metri Ji
105.0,2,1,1,1,Jeyhoon
135.0,2,1,1,0,Rudhen
65.0,1,0,0,1,Saadat Abad
88.0,2,0,1,1,Shahrake Quds
110.0,2,1,1,1,West Ferdows Boulevard
63.0,2,1,1,1,Northren Jamalzadeh
45.0,1,0,1,0,Karoon
40.0,1,0,1,0,Azarbaijan
100.0,2,0,0,0,Northren Jamalzadeh
89.0,2,1,1,0,Amirabad
65.0,2,1,1,0,Afsarieh
125.0,2,1,1,1,Central Janatabad
136.0,3,1,1,1,Pasdaran
150.0,3,1,1,1,Heravi
55.0,1,0,1,0,West Ferdows Boulevard
130.0,3,1,1,1,Seyed Khandan
73.0,2,0,1,0,West Ferdows Boulevard
85.0,2,1,1,1,Northren Jamalzadeh
100.0,2,1,1,1,Tajrish
83.0,2,1,1,1,Ozgol
110.0,3,1,1,1,Persian Gulf Martyrs Lake
71.0,2,1,1,1,North Program Organization
37.0,1,0,1,0,Hashemi
68.0,1,1,1,1,Persian Gulf Martyrs Lake
78.0,1,1,1,1,Persian Gulf Martyrs Lake
60.0,1,1,1,0,Punak
113.0,2,1,1,1,Karimkhan
300.0,5,1,1,0,Lavasan
50.0,2,0,1,0,Jeyhoon
60.0,1,0,1,0,Beryanak
37.0,1,0,0,0,Ostad Moein
33.0,1,0,1,0,Beryanak
73.0,2,0,1,1,Jeyhoon
59.0,1,0,1,0,Beryanak
95.0,2,1,1,1,Qarchak
75.0,2,0,0,0,Parand
65.0,2,0,1,1,Ostad Moein
52.0,1,0,1,0,Pirouzi
105.0,2,1,1,0,Andisheh
50.0,1,0,1,0,Ostad Moein
74.0,2,1,1,1,Pirouzi
132.0,3,1,0,1,Southern Suhrawardi
104.0,2,1,1,1,Mehran
50.0,1,0,0,0,Jeyhoon
55.0,1,1,1,1,Komeil
46.0,1,0,0,0,Komeil
55.0,2,0,1,1,Beryanak
108.0,2,1,1,0,Parand
130.0,2,1,1,1,Khademabad Garden
,2,1,1,1,Central Janatabad
40.0,1,0,1,0,Tenant
63.0,1,0,0,1,Tenant
140.0,3,1,1,1,Mirdamad
42.0,1,1,1,1,Jeyhoon
90.0,2,1,1,1,Tenant
39.0,1,1,1,0,Andisheh
55.0,2,1,1,1,Andisheh
200.0,3,1,1,1,Shahrake Gharb
98.0,2,1,1,1,Si Metri Ji
71.0,2,1,1,0,Salsabil
50.0,1,0,0,1,Tenant
53.0,1,0,1,0,Tenant
60.0,1,1,1,1,Punak
160.0,3,1,1,1,Pakdasht
63.0,2,1,0,1,Tenant
96.0,2,1,1,1,Tenant
90.0,2,1,1,1,Tenant
120.0,3,1,1,1,Tenant
100.0,2,1,1,1,Tenant
80.0,2,1,1,1,Ostad Moein
43.0,1,1,1,1,Tenant
79.0,2,1,1,1,Tenant
50.0,1,0,0,1,Tenant
60.0,1,0,1,0,Tenant
55.0,1,0,0,0,Tenant
150.0,3,1,1,1,Dezashib
55.0,1,1,1,1,Andisheh
55.0,1,0,1,0,Tenant
60.0,1,1,1,0,Tenant
96.0,2,1,1,1,Gisha
112.0,2,1,1,1,Persian Gulf Martyrs Lake
65.0,2,1,1,0,Andisheh
100.0,2,1,1,1,Persian Gulf Martyrs Lake
105.0,2,1,1,1,Yousef Abad
125.0,3,1,0,0,Mirdamad
48.0,1,1,1,0,Jeyhoon
67.0,2,1,1,1,Hakimiyeh
83.0,2,1,1,1,Farmanieh
150.0,3,1,1,1,Pardis
111.0,3,1,1,1,Persian Gulf Martyrs Lake
53.0,2,0,0,0,Tenant
75.0,2,0,0,1,Parand
92.0,2,1,1,1,Sabalan
53.0,1,1,1,1,Jeyhoon
47.0,1,0,1,0,Karoon
330.0,3,1,1,1,Farmanieh
44.0,1,1,1,0,Jeyhoon
80.0,2,1,1,1,Gheitarieh
81.0,2,1,1,0,Valiasr
117.0,3,1,1,1,Ostad Moein
37.0,1,0,1,0,Azarbaijan
82.0,2,1,1,1,Parand
150.0,3,0,1,0,Zafar
51.0,1,1,1,0,Hor Square
95.0,2,1,1,1,Shahran
80.0,2,0,0,1,Parand
133.0,3,1,1,1,Ekhtiarieh
48.0,1,0,0,1,Fallah
185.0,3,1,1,1,East Ferdows Boulevard
62.0,1,1,1,1,Fallah
75.0,2,1,0,1,Fallah
48.0,1,0,0,1,Fallah
55.0,3,1,1,1,Hashemi
48.0,1,1,1,1,Ostad Moein
49.0,1,1,1,1,Si Metri Ji
60.0,2,0,1,1,East Pars
130.0,3,1,1,1,Persian Gulf Martyrs Lake
70.0,2,1,0,1,Ray
113.0,2,1,1,1,Persian Gulf Martyrs Lake
80.0,2,1,1,1,Abazar
93.0,2,1,1,0,Shahrake Quds
60.0,1,1,1,1,Railway
56.0,2,1,1,1,East Pars
65.0,2,1,1,1,Central Janatabad
68.0,2,0,1,1,Ostad Moein
104.0,2,1,1,1,Si Metri Ji
84.0,2,1,1,1,Central Janatabad
72.0,2,1,1,0,West Ferdows Boulevard
80.0,2,1,1,1,Shahrake Qods
44.0,1,1,1,0,Jeyhoon
105.0,2,1,1,1,Persian Gulf Martyrs Lake
124.0,3,1,1,1,Shahr-e-Ziba
220.0,3,1,1,1,Niavaran
83.0,2,1,1,1,West Ferdows Boulevard
115.0,2,1,1,1,West Ferdows Boulevard
80.0,2,1,1,1,Ostad Moein
66.0,1,0,1,0,Andisheh
68.0,2,1,1,1,West Ferdows Boulevard
60.0,2,1,1,1,West Ferdows Boulevard
62.0,2,1,1,0,Punak
87.0,2,1,0,1,Parastar
59.0,1,1,1,0,West Ferdows Boulevard
55.0,1,1,1,1,East Pars
101.0,2,1,1,1,Persian Gulf Martyrs Lake
62.0,2,1,1,0,Shahran
113.0,2,1,1,1,Pasdaran
78.0,2,1,1,1,Keshavarz Boulevard
66.0,1,1,1,0,Shahrake Quds
38.0,1,0,1,0,Andisheh
90.0,2,1,1,0,Yousef Abad
45.0,1,0,0,0,Karoon
72.0,2,1,1,1,Saadat Abad
105.0,2,1,1,1,North Program Organization
155.0,3,1,1,1,North Program Organization
112.0,3,1,1,1,Abazar
65.0,1,1,1,1,Hassan Abad
40.0,1,1,1,1,East Pars
140.0,3,1,1,1,Persian Gulf Martyrs Lake
155.0,3,1,1,1,North Program Organization
50.0,1,1,1,1,West Ferdows Boulevard
45.0,1,0,1,0,Islamshahr
68.0,1,1,1,1,Shahrake Gharb
85.0,2,0,1,0,Islamshahr
170.0,3,1,1,1,North Program Organization
50.0,1,0,1,0,Islamshahr
55.0,1,0,1,0,Islamshahr
75.0,2,1,1,1,Saadat Abad
96.0,3,1,0,1,Shahryar
58.0,1,0,0,0,Parand
43.0,1,0,1,0,Nawab
103.0,2,1,1,1,Feiz Garden
70.0,1,1,1,1,Pasdaran
150.0,3,1,1,1,Pasdaran
65.0,1,0,1,0,Pakdasht
140.0,2,0,1,1,Marzdaran
79.0,2,0,1,1,Si Metri Ji
97.0,2,0,0,1,Jeyhoon
90.0,2,1,1,1,Marzdaran
175.0,3,1,1,1,Waterfall
90.0,2,1,1,1,Marzdaran
58.0,1,1,1,0,Chidz
100.0,2,1,1,1,Mahallati
135.0,2,0,0,0,Seyed Khandan
185.0,3,1,1,1,Ekhtiarieh
50.0,1,0,1,0,Northern Janatabad
85.0,2,1,1,1,Salsabil
110.0,3,1,1,1,Abazar
67.0,2,1,1,1,Central Janatabad
190.0,3,1,1,1,East Ferdows Boulevard
95.0,2,1,1,1,Yousef Abad
55.0,1,1,1,0,Salsabil
75.0,2,0,0,1,Parand
87.0,2,1,1,1,Jeyhoon
42.0,1,1,1,1,Jeyhoon
80.0,1,1,1,1,Jordan
102.0,2,1,1,1,Saadat Abad
140.0,3,1,1,1,East Ferdows Boulevard
120.0,2,1,1,1,Saadat Abad
212.0,4,1,1,0,Farmanieh
62.0,2,1,1,0,Punak
41.0,1,0,0,1,Si Metri Ji
75.0,2,0,1,1,Jeyhoon
57.0,1,1,1,1,Si Metri Ji
50.0,1,1,1,1,Hashemi
54.0,1,1,1,1,Punak
133.0,3,1,1,1,Persian Gulf Martyrs Lake
97.0,2,1,1,1,Shahrake Gharb
165.0,3,1,1,1,Niavaran
59.0,1,1,1,1,Qasr-od-Dasht
60.0,2,1,1,0,Karoon
135.0,2,1,1,1,Mirdamad
60.0,1,0,1,0,Azarbaijan
52.0,1,1,1,1,Niavaran
65.0,1,1,1,1,Hashemi
95.0,2,1,1,1,Shahran
60.0,1,1,1,0,Northern Janatabad
92.0,2,1,1,1,Parand
83.0,2,1,1,1,Mirdamad
72.0,2,1,1,0,Southern Janatabad
122.0,3,1,1,1,Yousef Abad
118.0,2,1,1,1,Shahrake Gharb
120.0,2,1,1,1,Tehransar
115.0,3,1,1,0,Gheitarieh
102.0,2,1,1,1,Shahryar
65.0,2,1,1,1,Shahran
70.0,2,1,1,0,Punak
66.0,2,1,1,1,Central Janatabad
60.0,1,1,1,0,Punak
46.0,1,1,1,0,Shahran
180.0,3,1,1,1,Niavaran
60.0,1,0,1,0,Keshavarz Boulevard
145.0,3,1,1,1,Shahrake Qods
63.0,1,1,1,1,Sadeghieh
58.0,1,1,1,1,Jeyhoon
83.0,2,1,1,1,Shahran
136.0,3,1,1,1,Sadeghieh
68.0,2,0,1,0,Pakdasht
55.0,1,0,1,1,Tenant
89.0,2,1,1,1,Shahr-e-Ziba
101.0,2,1,1,1,Mirdamad
85.0,2,1,1,1,Shahr-e-Ziba
87.0,3,0,0,1,Parand
73.0,1,1,1,1,West Pars
98.0,2,1,1,1,Pardis
135.0,3,1,1,1,Gheitarieh
105.0,2,1,1,1,Mirdamad
90.0,2,1,1,0,Shahrake Azadi
71.0,2,1,1,0,West Ferdows Boulevard
75.0,2,1,1,1,Parand
345.0,4,1,1,1,Jordan
90.0,2,1,1,1,Shahr-e-Ziba
48.0,1,1,0,0,Fallah
110.0,2,1,1,1,Niavaran
82.0,2,1,1,1,Jeyhoon
44.0,1,0,0,0,Northern Janatabad
58.0,1,1,1,1,Southern Program Organization
117.0,2,1,1,1,Shahrake Gharb
96.0,2,1,1,1,Shahr-e-Ziba
89.0,2,1,1,1,
108.0,2,1,1,1,Shahr-e-Ziba
134.0,2,1,1,1,Mehran
70.0,2,1,1,1,East Ferdows Boulevard
64.0,2,1,1,1,Punak
56.0,3,0,1,0,Atabak
57.0,1,0,1,0,Amir Bahador
55.0,1,1,1,1,West Ferdows Boulevard
43.0,1,0,1,1,Jeyhoon
105.0,2,1,1,1,Shahran
41.0,2,0,0,0,Salsabil
78.0,2,1,1,1,Si Metri Ji
110.0,2,1,1,1,Zafar
92.0,2,1,1,1,Punak
96.0,2,1,1,1,Gheitarieh
108.0,2,1,1,1,Persian Gulf Martyrs Lake
76.0,2,0,1,1,Si Metri Ji
80.0,2,1,1,1,Heravi
105.0,2,0,0,0,West Ferdows Boulevard
75.0,1,0,1,0,Golestan
