MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS,Predicted_Pollution
2014,MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34,189,196.46
2014,MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.0,6.8,8.0,35,184,194.56
2014,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198,205.87
2014,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,196,199.32
2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205,208.73
2014,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,10.0,12.3,23,283,268.86
2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290,271.72
2014,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177,186.1
2014,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8.0,6.7,7.4,38,170,183.24
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,7.9,5.7,6.9,41,159,184.08
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161,185.04
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170,194.45
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168,193.5
2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,161,185.04
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.0,5.9,7.1,40,163,185.99
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166,186.94
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177,197.3
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168,193.5
2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166,186.94
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223,216.35
2014,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225,217.3
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175,196.35
2014,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186,201.11
2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168,193.5
2014,MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,11.5,8.5,10.2,28,235,215.5
2014,MAZDA,MX-5,TWO-SEATER,2.0,4,M5,Z,10.5,8.5,9.6,29,221,209.79
2014,MAZDA,MX-5,TWO-SEATER,2.0,4,M6,Z,11.1,8.4,9.9,29,228,212.65
2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AS7,Z,9.2,6.6,8.0,35,184,194.56
2014,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216,205.64
2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11.0,7.4,9.4,30,216,205.64
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242,249.48
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.4,11.1,14.0,20,224,282.81
2014,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,12.0,8.6,10.5,27,242,249.48
2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239,248.53
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244,250.44
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,249.48
2014,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347,337.86
2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352,339.76
2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304,302.95
2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4,11.0,13.4,21,308,313.82
2014,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Z,9.1,6.2,7.8,36,179,192.65
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2.0,4,AS7,Z,10.3,7.8,9.2,31,212,205.98
2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264,286.77
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301,310.97
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301,310.97
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194,188.06
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235,246.63
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10.0,28,230,244.72
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27,239,248.53
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,249.48
2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12.0,8.5,10.4,27,239,248.53
2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.2,10.2,28,235,246.63
2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202,233.3
2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,13.6,9.1,11.6,24,267,287.72
2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,269,288.67
2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,262,285.81
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.0,10.3,12.9,22,297,309.06
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11.0,13.5,21,310,314.78
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.0,10.3,12.9,22,297,309.06
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11.0,13.5,21,310,314.78
2014,MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,20.0,15.9,18.2,16,419,359.52
2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407,354.76
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.4,10.2,12.0,24,324,258.16
2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1,12.8,15.2,19,350,321.99
2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.6,13.1,15.6,18,359,325.8
2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7,13.4,15.8,18,363,336.67
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,7.1,8.5,33,230,200.44
2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,9.6,11.3,25,260,257.1
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23,278,264.72
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8,13.8,16.0,18,256,301.85
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27,278,241.97
2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,327,312.47
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,356,333.82
2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278,292.48
2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,14.2,9.4,12.0,24,276,291.53
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6,10.3,13.2,21,304,311.92
2014,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269,288.67
2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8,10.2,12.7,22,292,307.16
2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6.0,8,AS7,Z,16.7,11.2,14.2,20,327,327.05
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205,200.88
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.3,9.0,31,207,201.84
2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225,242.82
2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3,8.7,10.7,26,246,288.12
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7,13.9,16.5,17,380,351.19
2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361,343.57
2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361,343.57
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179,188.17
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,188.17
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179,188.17
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,188.17
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200,196.74
2014,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,188.17
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37,175,186.26
2014,MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8.0,6.4,7.3,39,168,183.41
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200,196.74
2014,MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179,188.17
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36,179,188.17
2014,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36,179,188.17
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,199.59
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,194.83
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,199.59
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,194.83
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,199.59
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,194.83
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207,199.59
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196,194.83
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191,192.93
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8.0,35,184,190.07
2014,MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,9.2,7.0,8.2,34,189,196.46
2014,MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,9.6,6.8,8.3,34,191,197.41
2014,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,218,213.32
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,237.4
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M5,Z,14.0,10.3,12.3,23,283,235.5
2014,MITSUBISHI,LANCER RALLIART,COMPACT,2.0,4,AM6,Z,13.4,9.4,11.6,24,267,228.83
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.6,7.3,8.6,33,198,200.27
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,9.8,7.1,8.6,33,198,200.27
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6.0,47,138,159.39
2014,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.0,5.6,6.4,44,147,163.2
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198,204.75
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,209,209.51
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.5,8.5,10.2,28,235,241.02
2014,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.6,7.6,8.7,32,200,201.22
2014,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,9.9,7.5,8.8,32,202,202.17
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,9.8,8.0,9.0,31,207,204.08
2014,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11.0,26,253,256.49
2014,NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264,261.25
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.0,9.5,11.4,25,262,260.29
2014,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,9.6,11.7,24,269,263.15
2014,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37,175,196.35
2014,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,30,214,238.06
2014,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380,344.46
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283,241.1
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,260,231.58
2014,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.2,12.7,22,292,276.03
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.7,11.2,13.7,21,315,285.55
2014,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.8,11.0,13.1,22,301,279.84
2014,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.9,22,297,275.7
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35,186,191.02
2014,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.6,33,198,195.78
2014,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.7,32,200,196.74
2014,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26,251,253.29
2014,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,24,271,261.86
2014,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,10.0,8.5,9.3,30,214,206.93
2014,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.0,8.9,10.6,27,244,250.44
2014,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11.0,26,253,254.24
2014,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202,207.78
2014,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25,255,255.2
2014,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191,203.02
2014,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,198,205.87
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,6.0,7.0,40,161,182.79
2014,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.7,6.6,7.8,36,179,190.41
2014,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18,359,335.89
2014,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.3,16,398,352.08
2014,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,43,152,176.74
2014,NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,37,177,187.22
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,A5,X,16.1,11.9,14.2,20,327,290.32
2014,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M6,X,15.2,11.9,13.7,21,315,285.55
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,244.55
2014,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26,246,250.27
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27,237,246.46
2014,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26,246,250.27
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12.0,8.7,10.5,27,242,248.36
2014,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,9.0,11.0,26,253,253.12
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,8.9,10.8,26,248,255.7
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.8,8.9,11.0,26,253,257.61
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,26,253,257.61
2014,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.1,11.2,25,258,259.51
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,244.55
2014,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26,246,250.27
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244,253.8
2014,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26,248,255.7
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,8.7,10.7,26,246,254.75
2014,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.6,8.8,10.9,26,251,256.65
2014,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16.0,11.5,14.0,20,322,286.17
2014,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,266.18
2014,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,266.18
2014,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,266.18
2014,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,266.18
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212,228.14
2014,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,234.8
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,241.7
2014,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239,247.41
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.6,10.1,12.0,24,276,264.89
2014,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,10.9,13.6,21,313,280.12
2014,PORSCHE,CAYENNE DIESEL,SUV - STANDARD,3.0,6,A8,D,12.2,8.1,10.4,27,281,242.93
2014,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,15.9,11.4,13.9,20,320,310.74
2014,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.0,10.6,13.0,22,299,302.17
2014,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3.0,6,A8,Z,11.8,9.9,10.9,26,251,247.69
2014,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,15.9,10.9,13.7,21,315,308.83
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212,228.14
2014,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,234.8
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,241.7
2014,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239,247.41
2014,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251,254.41
2014,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255,256.32
2014,PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,25,260,251.5
2014,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264,253.4
2014,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292,299.31
2014,PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.3,25,260,251.5
2014,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294,300.26
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297,301.22
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,340,329.4
2014,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,313,317.97
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18,354,335.11
2014,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.3,11.5,14.1,20,324,322.73
